id,rész típus,kerület1,kerület2,alias1,alias2,városrész1,városrész2,városrész3,városrész4,városrész5,városrész6,városrész7,városrész8,városrész9,városrész10,városrész11,városrész12,városrész13,városrész14,városrész15,városrész16,városrész17,városrész18,városrész19,városrész20,városrész21,városrész22,városrész23,városrész24,városrész25,városrész26,városrész27,városrész28,városrész29,városrész30,városrész31,városrész32,városrész33,létesítmény1,létesítmény1
2468,Sajóvámos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,Sajóvelezd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,Sajtoskál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,Salamon-szigetek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,Salföld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,Salgótarján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,Salköveskút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,Salomvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,Sály,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,Sámod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,Sámsonháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,Sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,Sándorfalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,Sántos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,Sao Tomé és Príncipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,Sáp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,Sáránd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,Sárazsadány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,Sárbogárd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,Sáregres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,Sárfimizdó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,Sárhida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,Sárisáp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,Sarkad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,Sarkadkeresztúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,Sárkeresztes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,Sárkeresztúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,Sárkeszi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,Sármellék,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,Sárok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,Sárosd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,Sárospatak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,Sárpilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,Sárrétudvari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,Sarród,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,Sárszentágota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,Sárszentlőrinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,Sárszentmihály,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,Sarud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,Sárvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,Sásd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,Sáska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,Sáta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,Sátoraljaújhely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,Sátorhely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,Sávoly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,Sé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,Segesd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,Sellye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,Selyeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,Semjén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,Semjénháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,Sénye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,Sényő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,Seregélyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,Serényfalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,Sérsekszőlős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,Seychelle-szigetek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,Sikátor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,Siklós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,Siklósbodony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,Siklósnagyfalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,Simaság,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,Simonfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,Simontornya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,Sióagárd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,Siófok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,Siójut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,Sirok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,Sitke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,Sobor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,Söjtör,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,Sokorópátka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,Solt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,Soltszentimre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,Soltvadkert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,Sóly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,Solymár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,Som,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,Somberek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,Somlójenő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,Somlóvásárhely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,Somlóvecse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,Somodor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,Somogy megye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,Somogyacsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,Somogyapáti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,Somogyaracs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,Somogyaszaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,Somogybabod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,Somogybükkösd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,Somogycsicsó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,Somogydöröcske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,Somogyegres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,Somogyfajsz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,Somogygeszti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,Somogyhárságy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,Somogyhatvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,Somogyjád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,Somogymeggyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,Somogysámson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,Somogysárd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Somogysimonyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,Somogyszentpál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,Somogyszil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,Somogyszob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,Somogytúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,Somogyudvarhely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,Somogyvámos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,Somogyvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,Somogyviszló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,Somogyzsitfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,Somoskőújfalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,Sonkád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,Soponya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,Sopron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,Sopronhorpács,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,Sopronkövesd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,Sopronnémeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,Söpte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,Söréd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,Sorkifalud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,Sorkikápolna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,Sormás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,Sorokpolány,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,Sóshartyán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,Sóstófalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,Sósvertike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,Sótony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,Spanyolország,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,Srí Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,Sukoró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,Sükösd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,Sülysáp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,Sümeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,Sümegcsehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,Sümegprága,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,Sumony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,Súr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,Surd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,Süttő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,Svájc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,Svédország,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,Szabadbattyán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,Szabadegyháza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,Szabadhidvég,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,Szabadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,Szabadkígyós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,Szabadszállás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,Szabadszentkirály,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,Szabás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,Szabolcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,Szabolcs-Szatmár-Bereg megye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,Szabolcsbáka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,Szabolcsveresmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,Szada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,Szágy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,Szajk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,Szajla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,Szajol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,Szakácsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,Szakadát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,Szakáld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,Szakály,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,Szakcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,Szakmár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,Szaknyér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,Szakoly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,Szakony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,Szakonyfalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,Szákszend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,Szalafő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,Szalánta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,Szalapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,Szalaszend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,Szalatnak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,Szálka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,Szalkszentmárton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,Szalmatercs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,Szalonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,Szamoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,Szamosangyalos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,Szamosbecs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,Szamoskér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,Szamossályi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,Szamosszeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,Szamostatárfalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,Szamosújlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,Szanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,Szank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,Szántód,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,Szany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,Szápár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,Szaporca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Szár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,Szárász,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,Szárazd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,Szárföld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,Szárliget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,Szarvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,Szarvaskend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,Szászberek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,Szászfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,Szászvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,Szatmárcseke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,Szátok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,Szatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,Szatymaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,Szaúd-Arábia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,Szava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,Százhalombatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,Szebény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,Szécsénke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,Szécsény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,Szécsényfelfalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,Szécsisziget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,Szederkény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,Szedres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,Szeged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,Szegerdő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,Szeghalom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,Szegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,Szegilong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,Szegvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,Székely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,Székelyszabar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,Székesfehérvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,Szekszárd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,Szeleste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,Szelevény,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,Szellő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,Szemely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,Szemenye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,Szemere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,Szendehely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,Szendrő,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,Szendrőlád,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,Szenegál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,Szenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Szenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,Szentantalfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,Szentbalázs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,Szentbékkálla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,Szentborbás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,Szentdénes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,Szentdomonkos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,Szente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,Szentegát,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,Szentendre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,Szentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,Szentgál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,Szentgáloskér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,Szentgotthárd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,Szentgyörgyvár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,Szentgyörgyvölgy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,Szentimrefalva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,Szentistván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,Szentistvánbaksa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,Szentjakabfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,Szentkatalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,Szentkirályszabadja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,Szentkozmadombja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,Szentlászló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,Szentliszló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,Szentlőrinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,Szentlőrinckáta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,Szentmártonkáta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,Szentpéterfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,Szentpéterfölde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,Szentpéterszeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,Szentpéterúr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,Szenyér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,Szepetnek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,Szerbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,Szerecseny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,Szeremle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,Szerencs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
